loan_id,business_id,credit_officer_id,dismissal_description,acquisition_channel,sector,principal,total_owing_at_issue,application_number,applying_for_loan_number,loan_number,employee_count,approval_status,paid_late,total_recovered_on_time,total_recovered_15_dpd,cash_yield_15_dpd
980108,179996,137991,,Friend,Beauty Fashion,1293800.0,1449000.0,32,32,32,2,Approved,false,1449000.0,1449000.0,155200.0
947010,666236,370989,,Friend,Food Staple Goods,540000.0,,1,1,,,Declined,false,,,
951742,666236,137991,,Friend,Food Staple Goods,250000.0,287900.0,2,1,1,,Approved,false,287900.0,287900.0,37900.0
638203,453697,245781,,Friend,Other,500000.0,559500.0,1,1,1,4,Approved,false,559500.0,559500.0,59500.0
666192,453697,245781,,Friend,Other,736800.0,824300.0,2,2,2,4,Approved,false,824300.0,824300.0,87500.0
692542,453697,245781,,Friend,Other,806600.0,902300.0,3,3,3,4,Approved,false,902300.0,902300.0,95700.0
721329,453697,245781,,Friend,Other,846900.0,947300.0,4,4,4,4,Approved,false,947300.0,947300.0,100400.0
761364,453697,245781,,Friend,Other,889200.0,996300.0,5,5,5,4,Approved,false,996300.0,996300.0,107100.0
793779,453697,245781,,Friend,Other,933700.0,,6,6,,4,Cancelled,false,,,
800548,453697,245781,,Friend,Other,933700.0,1046000.0,7,6,6,4,Approved,false,1046000.0,1046000.0,112300.0
835515,453697,245781,,Friend,Other,1200000.0,1344000.0,8,7,7,4,Approved,false,1344000.0,1344000.0,144000.0
867017,453697,245781,,Friend,Other,1320000.0,1478200.0,9,8,8,4,Approved,false,1478200.0,1478200.0,158200.0
895266,453697,245781,,Friend,Other,1700000.0,1903400.0,10,9,9,4,Approved,false,1903400.0,1903400.0,203400.0
925810,453697,245781,,Friend,Other,2000000.0,2239000.0,11,10,10,4,Approved,false,2239000.0,2239000.0,239000.0
955350,453697,245781,,Friend,Other,2200000.0,2462800.0,12,11,11,4,Approved,false,2462800.0,2462800.0,262800.0
638203,453697,245781,,Friend,Other,500000.0,559500.0,1,1,1,4,Approved,false,559500.0,559500.0,59500.0
666192,453697,245781,,Friend,Other,736800.0,824300.0,2,2,2,4,Approved,false,824300.0,824300.0,87500.0
692542,453697,245781,,Friend,Other,806600.0,902300.0,3,3,3,4,Approved,false,902300.0,902300.0,95700.0
721329,453697,245781,,Friend,Other,846900.0,947300.0,4,4,4,4,Approved,false,947300.0,947300.0,100400.0
761364,453697,245781,,Friend,Other,889200.0,996300.0,5,5,5,4,Approved,false,996300.0,996300.0,107100.0
793779,453697,245781,,Friend,Other,933700.0,,6,6,,4,Cancelled,false,,,
800548,453697,245781,,Friend,Other,933700.0,1046000.0,7,6,6,4,Approved,false,1046000.0,1046000.0,112300.0
835515,453697,245781,,Friend,Other,1200000.0,1344000.0,8,7,7,4,Approved,false,1344000.0,1344000.0,144000.0
867017,453697,245781,,Friend,Other,1320000.0,1478200.0,9,8,8,4,Approved,false,1478200.0,1478200.0,158200.0
895266,453697,245781,,Friend,Other,1700000.0,1903400.0,10,9,9,4,Approved,false,1903400.0,1903400.0,203400.0
925810,453697,245781,,Friend,Other,2000000.0,2239000.0,11,10,10,4,Approved,false,2239000.0,2239000.0,239000.0
955350,453697,245781,,Friend,Other,2200000.0,2462800.0,12,11,11,4,Approved,false,2462800.0,2462800.0,262800.0
986237,453697,245781,,Friend,Other,2420000.0,2708900.0,13,12,12,4,Approved,false,2708900.0,2708900.0,288900.0
311111,256245,159403,Business revenues too low to finance,Google,Other,260000.0,,1,1,,1,Declined,false,,,
333997,256245,131450,,Google,Other,150000.0,166700.0,2,1,1,1,Approved,false,166700.0,166700.0,16700.0
364311,256245,131450,,Google,Other,165000.0,183400.0,3,2,2,1,Approved,false,183400.0,183400.0,18400.0
391884,256245,131450,,Google,Other,181500.0,201800.0,4,3,3,1,Approved,false,201800.0,201800.0,20300.0
421763,256245,131450,,Google,Other,198700.0,220900.0,5,4,4,1,Approved,false,220900.0,220900.0,22200.0
451443,256245,131450,,Google,Other,216400.0,240500.0,6,5,5,1,Approved,false,240500.0,240500.0,24100.0
487826,256245,131450,,Google,Other,238000.0,264500.0,7,6,6,1,Approved,false,264500.0,264500.0,26500.0
516681,256245,131450,,Google,Other,261800.0,291000.0,8,7,7,1,Approved,false,291000.0,291000.0,29200.0
545064,256245,131450,,Google,Other,288000.0,322300.0,9,8,8,1,Approved,true,173000.0,322300.0,34300.0
585156,256245,131450,,Google,Other,316800.0,,10,9,,1,Cancelled,false,,,
592257,256245,131450,,Google,Other,200000.0,236000.0,11,9,9,1,Approved,false,236000.0,236000.0,36000.0
613184,256245,131450,,Google,Other,214000.0,243800.0,12,10,10,1,Approved,false,243800.0,243800.0,29800.0
644813,256245,131450,,Google,Other,235400.0,268200.0,13,11,11,1,Approved,false,268200.0,268200.0,32800.0
674407,256245,131450,,Google,Other,258900.0,295000.0,14,12,12,1,Approved,false,295000.0,295000.0,36100.0
698915,256245,131450,,Google,Other,282000.0,321300.0,15,13,13,1,Approved,false,321300.0,321300.0,39300.0
722707,256245,131450,,Google,Other,200000.0,227900.0,16,14,14,1,Approved,false,227900.0,227900.0,27900.0
744314,256245,131450,,Google,Other,214600.0,242300.0,17,15,15,1,Approved,false,242300.0,242300.0,27700.0
775489,256245,131450,,Google,Other,236100.0,267000.0,18,16,16,1,Approved,false,267000.0,267000.0,30900.0
807937,256245,131450,,Google,Other,259700.0,,19,17,,1,Cancelled,false,,,
808680,256245,131450,,Google,Other,259700.0,293800.0,20,17,17,1,Approved,false,293800.0,293800.0,34100.0
838651,256245,131450,,Google,Other,285700.0,323200.0,21,18,18,1,Approved,false,323200.0,323200.0,37500.0
867030,256245,131450,,Google,Other,312800.0,350700.0,22,19,19,1,Approved,false,350700.0,350700.0,37900.0
892917,256245,131450,,Google,Other,344100.0,385800.0,23,20,20,1,Approved,false,385800.0,385800.0,41700.0
918435,256245,131450,,Google,Other,377600.0,423300.0,24,21,21,1,Approved,false,423300.0,423300.0,45700.0
940799,256245,131450,,Google,Other,410100.0,459700.0,25,22,22,1,Approved,false,459700.0,459700.0,49600.0
965542,256245,131450,,Google,Other,448900.0,503300.0,26,23,23,1,Approved,false,503300.0,503300.0,54400.0
953228,670740,108016,,Friend,Mobile Money Airtime,312000.0,349700.0,1,1,1,,Approved,false,349700.0,349700.0,37700.0
970902,683357,370989,,Facebook,Mobile Money Airtime,230000.0,,1,1,,,Expired,false,,,
979327,683357,108022,,Facebook,Mobile Money Airtime,230000.0,257900.0,2,1,1,,Approved,false,257900.0,257900.0,27900.0
387787,299783,10859,,Friend,Beauty Fashion,230000.0,255600.0,1,1,1,1,Approved,false,255600.0,255600.0,25600.0
420665,299783,10859,,Friend,Beauty Fashion,251100.0,279100.0,2,2,2,1,Approved,false,279100.0,279100.0,28000.0
450644,299783,10859,,Friend,Beauty Fashion,274200.0,304700.0,3,3,3,1,Approved,false,304700.0,304700.0,30500.0
482139,299783,10859,,Friend,Beauty Fashion,300900.0,334400.0,4,4,4,1,Approved,false,334400.0,334400.0,33500.0
511713,299783,10859,,Friend,Beauty Fashion,330200.0,367000.0,5,5,5,1,Approved,false,367000.0,367000.0,36800.0
537232,299783,10859,,Friend,Beauty Fashion,362400.0,405500.0,6,6,6,1,Approved,false,405500.0,405500.0,43100.0
563662,299783,10859,,Friend,Beauty Fashion,396700.0,444000.0,7,7,7,1,Approved,false,444000.0,444000.0,47300.0
586105,299783,10859,,Friend,Beauty Fashion,490500.0,548800.0,8,8,8,1,Approved,false,548800.0,548800.0,58300.0
612808,299783,10859,,Friend,Beauty Fashion,534200.0,597800.0,9,9,9,1,Approved,false,597800.0,597800.0,63600.0
643743,299783,10859,,Friend,Beauty Fashion,587600.0,657600.0,10,10,10,1,Approved,false,657600.0,657600.0,70000.0
672512,299783,10859,,Friend,Beauty Fashion,644800.0,721600.0,11,11,11,1,Approved,false,721600.0,721600.0,76800.0
698395,299783,10859,,Friend,Beauty Fashion,705900.0,789800.0,12,12,12,1,Approved,false,789800.0,789800.0,83900.0
728737,299783,10859,,Friend,Beauty Fashion,720000.0,805500.0,13,13,13,1,Approved,false,805500.0,805500.0,85500.0
756680,299783,137985,,Friend,Beauty Fashion,733600.0,820800.0,14,14,14,1,Approved,false,820800.0,820800.0,87200.0
786761,299783,137985,,Friend,Beauty Fashion,748300.0,838600.0,15,15,15,1,Approved,true,299000.0,838600.0,90300.0
845885,299783,137985,,Friend,Beauty Fashion,748000.0,861100.0,16,16,16,1,Approved,false,861100.0,861100.0,113100.0
878148,299783,137985,,Friend,Beauty Fashion,763000.0,878300.0,17,17,17,1,Approved,false,878300.0,878300.0,115300.0
904624,299783,137985,,Friend,Beauty Fashion,839300.0,966000.0,18,18,18,1,Approved,false,966000.0,966000.0,126700.0
930435,299783,137985,,Friend,Beauty Fashion,921100.0,1050700.0,19,19,19,1,Approved,false,1050700.0,1050700.0,129600.0
952949,299783,137985,,Friend,Beauty Fashion,1000400.0,1130800.0,20,20,20,1,Approved,false,1130800.0,1130800.0,130400.0
985726,299783,137985,,Friend,Beauty Fashion,1100400.0,1243700.0,21,21,21,1,Approved,false,1243700.0,1243700.0,143300.0
387787,299783,10859,,Friend,Beauty Fashion,230000.0,255600.0,1,1,1,1,Approved,false,255600.0,255600.0,25600.0
420665,299783,10859,,Friend,Beauty Fashion,251100.0,279100.0,2,2,2,1,Approved,false,279100.0,279100.0,28000.0
450644,299783,10859,,Friend,Beauty Fashion,274200.0,304700.0,3,3,3,1,Approved,false,304700.0,304700.0,30500.0
482139,299783,10859,,Friend,Beauty Fashion,300900.0,334400.0,4,4,4,1,Approved,false,334400.0,334400.0,33500.0
511713,299783,10859,,Friend,Beauty Fashion,330200.0,367000.0,5,5,5,1,Approved,false,367000.0,367000.0,36800.0
537232,299783,10859,,Friend,Beauty Fashion,362400.0,405500.0,6,6,6,1,Approved,false,405500.0,405500.0,43100.0
563662,299783,10859,,Friend,Beauty Fashion,396700.0,444000.0,7,7,7,1,Approved,false,444000.0,444000.0,47300.0
586105,299783,10859,,Friend,Beauty Fashion,490500.0,548800.0,8,8,8,1,Approved,false,548800.0,548800.0,58300.0
612808,299783,10859,,Friend,Beauty Fashion,534200.0,597800.0,9,9,9,1,Approved,false,597800.0,597800.0,63600.0
643743,299783,10859,,Friend,Beauty Fashion,587600.0,657600.0,10,10,10,1,Approved,false,657600.0,657600.0,70000.0
672512,299783,10859,,Friend,Beauty Fashion,644800.0,721600.0,11,11,11,1,Approved,false,721600.0,721600.0,76800.0
698395,299783,10859,,Friend,Beauty Fashion,705900.0,789800.0,12,12,12,1,Approved,false,789800.0,789800.0,83900.0
728737,299783,10859,,Friend,Beauty Fashion,720000.0,805500.0,13,13,13,1,Approved,false,805500.0,805500.0,85500.0
756680,299783,137985,,Friend,Beauty Fashion,733600.0,820800.0,14,14,14,1,Approved,false,820800.0,820800.0,87200.0
786761,299783,137985,,Friend,Beauty Fashion,748300.0,838600.0,15,15,15,1,Approved,true,299000.0,838600.0,90300.0
845885,299783,137985,,Friend,Beauty Fashion,748000.0,861100.0,16,16,16,1,Approved,false,861100.0,861100.0,113100.0
878148,299783,137985,,Friend,Beauty Fashion,763000.0,878300.0,17,17,17,1,Approved,false,878300.0,878300.0,115300.0
904624,299783,137985,,Friend,Beauty Fashion,839300.0,966000.0,18,18,18,1,Approved,false,966000.0,966000.0,126700.0
930435,299783,137985,,Friend,Beauty Fashion,921100.0,1050700.0,19,19,19,1,Approved,false,1050700.0,1050700.0,129600.0
952949,299783,137985,,Friend,Beauty Fashion,1000400.0,1130800.0,20,20,20,1,Approved,false,1130800.0,1130800.0,130400.0
156427,145778,137994,,Friend,Phones Electronics,230000.0,255600.0,1,1,1,2,Approved,false,255600.0,255600.0,25600.0
181785,145778,137994,,Friend,Phones Electronics,251800.0,279900.0,2,2,2,2,Approved,false,279900.0,279900.0,28100.0
211334,145778,137994,,Friend,Phones Electronics,277000.0,307900.0,3,3,3,2,Approved,false,307900.0,307900.0,30900.0
249287,145778,137994,,Friend,Phones Electronics,304700.0,338700.0,4,4,4,2,Approved,false,338700.0,338700.0,34000.0
293252,145778,137994,,Friend,Phones Electronics,335200.0,372500.0,5,5,5,2,Approved,false,372500.0,372500.0,37300.0
322065,145778,137994,,Friend,Phones Electronics,367000.0,407900.0,6,6,6,2,Approved,false,407900.0,407900.0,40900.0
351795,145778,137994,,Friend,Phones Electronics,403700.0,448700.0,7,7,7,2,Approved,false,448700.0,448700.0,45000.0
381895,145778,137994,,Friend,Phones Electronics,444100.0,493600.0,8,8,8,2,Approved,false,493600.0,493600.0,49500.0
411966,145778,137994,,Friend,Phones Electronics,487400.0,541700.0,9,9,9,2,Approved,false,541700.0,541700.0,54300.0
444077,145778,137994,,Friend,Phones Electronics,534900.0,594500.0,10,10,10,2,Approved,false,594500.0,594500.0,59600.0
480681,145778,137994,,Friend,Phones Electronics,588400.0,653900.0,11,11,11,2,Approved,false,653900.0,653900.0,65500.0
513458,145778,137994,,Friend,Phones Electronics,647200.0,719300.0,12,12,12,2,Approved,false,719300.0,719300.0,72100.0
544196,145778,137994,,Friend,Phones Electronics,711900.0,796500.0,13,13,13,2,Approved,false,796500.0,796500.0,84600.0
569793,145778,137994,,Friend,Phones Electronics,725400.0,811500.0,14,14,14,2,Approved,false,811500.0,811500.0,86100.0
600869,145778,137994,,Friend,Phones Electronics,739900.0,827800.0,15,15,15,2,Approved,false,827800.0,827800.0,87900.0
633212,145778,137994,,Friend,Phones Electronics,720000.0,805500.0,16,16,16,2,Approved,false,805500.0,805500.0,85500.0
666339,145778,137994,,Friend,Phones Electronics,769800.0,861200.0,17,17,17,2,Approved,false,861200.0,861200.0,91400.0
697009,145778,137994,,Friend,Phones Electronics,785200.0,878300.0,18,18,18,2,Approved,false,878300.0,878300.0,93100.0
727699,145778,137994,,Friend,Phones Electronics,800900.0,895900.0,19,19,19,2,Approved,false,895900.0,895900.0,95000.0
761132,145778,131449,,Friend,Phones Electronics,816900.0,913800.0,20,20,20,2,Approved,false,913800.0,913800.0,96900.0
793935,145778,131449,,Friend,Phones Electronics,833200.0,933700.0,21,21,21,2,Approved,false,933700.0,933700.0,100500.0
828160,145778,131449,,Friend,Phones Electronics,916500.0,1026900.0,22,22,22,2,Approved,false,1026900.0,1026900.0,110400.0
860344,145778,131449,,Friend,Phones Electronics,1008200.0,1129400.0,23,23,23,2,Approved,false,1129400.0,1129400.0,121200.0
893544,145778,131449,,Friend,Phones Electronics,1109000.0,1242200.0,24,24,24,2,Approved,false,1242200.0,1242200.0,133200.0
921565,145778,131449,,Friend,Phones Electronics,1219900.0,1366200.0,25,25,25,2,Approved,false,1366200.0,1366200.0,146300.0
946994,145778,131449,,Friend,Phones Electronics,1335500.0,1495600.0,26,26,26,2,Approved,false,1495600.0,1495600.0,160100.0
974142,145778,131449,,Friend,Phones Electronics,1469000.0,1644900.0,27,27,27,2,Approved,false,1644900.0,1644900.0,175900.0
189232,171878,108016,,Friend,Food Staple Goods,230000.0,262600.0,1,1,1,0,Approved,false,262600.0,262600.0,32600.0
222541,171878,108016,,Friend,Food Staple Goods,253000.0,288900.0,2,2,2,0,Approved,false,288900.0,288900.0,35900.0
249758,171878,108016,,Friend,Food Staple Goods,273200.0,311900.0,3,3,3,0,Approved,false,311900.0,311900.0,38700.0
285888,171878,108016,,Friend,Food Staple Goods,400000.0,456700.0,4,4,4,0,Approved,false,456700.0,456700.0,56700.0
318197,171878,108016,,Friend,Food Staple Goods,436800.0,498700.0,5,5,5,0,Approved,false,498700.0,498700.0,61900.0
349033,171878,108016,,Friend,Food Staple Goods,420000.0,479500.0,6,6,6,0,Approved,false,479500.0,479500.0,59500.0
379965,171878,108016,,Friend,Food Staple Goods,528600.0,603500.0,7,7,7,0,Approved,true,0,603500.0,74900.0
431181,171878,108016,,Friend,Food Staple Goods,528600.0,619600.0,8,8,8,0,Approved,false,619600.0,619600.0,91000.0
462805,171878,108016,,Friend,Food Staple Goods,580100.0,662300.0,9,9,9,0,Approved,false,662300.0,662300.0,82200.0
493726,171878,108016,,Friend,Food Staple Goods,635000.0,718600.0,10,10,10,0,Approved,false,718600.0,718600.0,83600.0
524061,171878,108016,,Friend,Food Staple Goods,698500.0,795700.0,11,11,11,0,Approved,false,795700.0,795700.0,97200.0
556626,171878,108016,,Friend,Food Staple Goods,700000.0,797400.0,12,12,12,0,Approved,false,797400.0,797400.0,97400.0
583847,171878,108016,,Friend,Food Staple Goods,700000.0,797400.0,13,13,13,0,Approved,false,797400.0,797400.0,97400.0
614923,171878,108016,,Friend,Food Staple Goods,700000.0,797400.0,14,14,14,0,Approved,false,797400.0,797400.0,97400.0
639367,171878,108016,,Friend,Food Staple Goods,700000.0,797400.0,15,15,15,0,Approved,false,797400.0,797400.0,97400.0
665774,171878,108016,,Friend,Food Staple Goods,700000.0,797400.0,16,16,16,0,Approved,false,797400.0,797400.0,97400.0
695209,171878,108016,,Friend,Food Staple Goods,700000.0,797400.0,17,17,17,0,Approved,false,797400.0,797400.0,97400.0
724788,171878,108016,,Friend,Food Staple Goods,700000.0,797400.0,18,18,18,0,Approved,false,797400.0,797400.0,97400.0
754122,171878,108016,,Friend,Food Staple Goods,700000.0,797400.0,19,19,19,0,Approved,false,797400.0,797400.0,97400.0
784393,171878,108016,,Friend,Food Staple Goods,750000.0,855800.0,20,20,20,0,Approved,false,855800.0,855800.0,105800.0
815987,171878,108016,,Friend,Food Staple Goods,750000.0,855800.0,21,21,21,0,Approved,false,855800.0,855800.0,105800.0
853583,171878,108016,,Friend,Food Staple Goods,750000.0,855800.0,22,22,22,0,Approved,false,855800.0,855800.0,105800.0
885780,171878,108016,,Friend,Food Staple Goods,700000.0,798800.0,23,23,23,0,Approved,false,798800.0,798800.0,98800.0
904946,171878,108016,,Friend,Food Staple Goods,700000.0,798800.0,24,24,24,0,Approved,false,798800.0,798800.0,98800.0
928343,171878,108016,,Friend,Food Staple Goods,800000.0,912700.0,25,25,25,0,Approved,false,912700.0,912700.0,112700.0
958939,171878,108016,,Friend,Food Staple Goods,900000.0,1035800.0,26,26,26,0,Approved,false,1035800.0,1035800.0,135800.0
752356,526882,137985,,Facebook,Phones Electronics,260000.0,306800.0,1,1,1,12,Approved,false,306800.0,306800.0,46800.0
773091,526882,137985,,Facebook,Phones Electronics,279900.0,313700.0,2,2,2,12,Approved,false,313700.0,313700.0,33800.0
795991,526882,137985,,Facebook,Phones Electronics,326900.0,366400.0,3,3,3,12,Approved,false,366400.0,366400.0,39500.0
814007,526882,137985,,Facebook,Phones Electronics,435400.0,488100.0,4,4,4,12,Approved,false,488100.0,488100.0,52700.0
838019,526882,137985,,Facebook,Phones Electronics,652300.0,731200.0,5,5,5,12,Approved,false,731200.0,731200.0,78900.0
870684,526882,137985,,Facebook,Phones Electronics,500000.0,560500.0,6,6,6,12,Approved,false,560500.0,560500.0,60500.0
893193,526882,137985,,Facebook,Phones Electronics,1046500.0,1172200.0,7,7,7,12,Approved,false,1172200.0,1172200.0,125700.0
920032,526882,137985,,Facebook,Phones Electronics,400000.0,452500.0,8,8,8,12,Approved,false,452500.0,452500.0,52500.0
949463,526882,137985,,Facebook,Phones Electronics,350000.0,395900.0,9,9,9,12,Approved,false,395900.0,395900.0,45900.0
977196,526882,137985,,Facebook,Phones Electronics,350000.0,399500.0,10,10,10,12,Approved,false,399500.0,399500.0,49500.0
870996,612053,131450,,Friend,Phones Electronics,516000.0,578400.0,1,1,1,2,Approved,false,578400.0,578400.0,62400.0
898233,612053,131450,,Friend,Phones Electronics,567600.0,636300.0,2,2,2,2,Approved,false,636300.0,636300.0,68700.0
920201,612053,131450,,Friend,Phones Electronics,616500.0,691200.0,3,3,3,2,Approved,false,691200.0,691200.0,74700.0
950433,612053,131450,,Friend,Phones Electronics,678200.0,760300.0,4,4,4,2,Approved,false,760300.0,760300.0,82100.0
979688,612053,131450,,Friend,Phones Electronics,746000.0,836100.0,5,5,5,2,Approved,false,836100.0,836100.0,90100.0
831060,582310,370986,,Radio / TV / Newspaper,Beauty Fashion,260000.0,,1,1,,2,Cancelled,false,,,
837511,582310,395021,,Radio / TV / Newspaper,Beauty Fashion,300000.0,345500.0,2,1,1,2,Approved,false,345500.0,345500.0,45500.0
870362,582310,395021,,Radio / TV / Newspaper,Beauty Fashion,330000.0,373300.0,3,2,2,2,Approved,false,373300.0,373300.0,43300.0
897943,582310,395021,,Radio / TV / Newspaper,Beauty Fashion,363000.0,410700.0,4,3,3,2,Approved,false,410700.0,410700.0,47700.0
926776,582310,395021,,Radio / TV / Newspaper,Beauty Fashion,399300.0,451700.0,5,4,4,2,Approved,false,451700.0,451700.0,52400.0
957852,582310,395021,,Radio / TV / Newspaper,Beauty Fashion,439200.0,496800.0,6,5,5,2,Approved,false,496800.0,496800.0,57600.0
757845,530363,131449,,Radio / TV / Newspaper,Phones Electronics,300000.0,336300.0,1,1,1,1,Approved,false,336300.0,336300.0,36300.0
790502,530363,131449,,Radio / TV / Newspaper,Phones Electronics,480000.0,538200.0,2,2,2,1,Approved,false,538200.0,538200.0,58200.0
